"","smokes","sex","friends","too_much_alkohol","martial_status","doing_sports","weight","income","goes_to_church","goes_to_cinema","goes_to_restaurant","drugs","law_breaking","job","class","age","education_level","unstable_income","strenuous_work","overloaded_at_work","unfair_work","income_stressful","hedonism"
"2861","0","female","_medium","_no","_married","_no","_overweight","_1st_quantile","_yes","_no","_no","_no","_no","_no"," village","_above_60","_Primary","_no","_no","_no","_no","_yes","_no"
"2896","0","female","_small","_no","_married","_no","_overweight","_1st_quantile","_yes","_no","_no","_no","_no","_yes"," village","_between_40_60","_middle","_yes","_no","_no","_no","_yes","_no"
"2899","1","female","_medium","_no","_married","_yes","_normal_weight","_2nd_quantile","_no","_no","_yes","_no","_no","_no"," city 20-100 thou.","_above_60","_middle","_no","_no","_no","_no","_yes","_no"
"2900","1","male","_medium","_no","_married","_yes","_overweight","_1st_quantile","_no","_no","_yes","_no","_no","_no"," city 20-100 thou.","_above_60","_middle","_no","_no","_no","_no","_no","_no"
"2924","0","male","_small","_no","_married","_no","obesity","_4th_quantile","_no","_no","_yes","_no","_no","_yes"," village","_between_40_60","_Higher","_no","_no","_yes","_no","_no","_yes"
"2925","0","female","_small","_no","_married","_yes","_overweight","_4th_quantile","_no","_no","_yes","_no","_no","_yes"," village","_between_40_60","_middle","_no","_yes","_no","_no","_no","_yes"
"2966","0","female","_small","_no","_divorced/separated/widowed","_no","obesity","_1st_quantile","_no","_no","_no","_no","_no","_no"," city 20-100 thou.","_above_60","_Primary","_yes","_no","_no","_no","_yes","_no"
"2967","0","female","_small","_no","_single","_yes","_normal_weight","_1st_quantile","_yes","_no","_yes","_no","_no","_no"," city 20-100 thou.","_below_40","_middle","_yes","_no","_no","_no","_yes","_yes"
"3056","1","female","_small","_no","_divorced/separated/widowed","_no","obesity","_1st_quantile","_yes","_no","_no","_no","_no","_no"," village","_above_60","_middle","_yes","_no","_no","_no","_yes","_yes"
"3134","0","female","_small","_no","_married","_yes","_normal_weight","_3rd_quantile","_no","_no","_no","_no","_no","_yes"," city 20-100 thou.","_between_40_60","_middle","_yes","_no","_yes","_yes","_yes","_no"
"3135","0","male","_small","_no","_married","_yes","_overweight","_3rd_quantile","_no","_no","_no","_no","_no","_yes"," city 20-100 thou.","_between_40_60","_middle","_no","_yes","_yes","_yes","_yes","_yes"
"3200","0","female","_small","_no","_married","_no","_overweight","_1st_quantile","_no","_no","_no","_no","_no","_no"," village","_above_60","_middle","_yes","_no","_no","_no","_yes","_no"
"3201","1","male","_small","_no","_single","_yes","_overweight","_1st_quantile","_no","_no","_no","_no","_no","_no"," village","_below_40","_middle","_yes","_no","_no","_no","_yes","_no"
"3256","0","male","_small","_no","_single","_yes","_normal_weight","_4th_quantile","_no","_yes","_yes","_no","_no","_yes"," city more than 500 thou.","_below_40","_middle","_no","_no","_yes","_no","_no","_no"
"3257","0","female","_small","_no","_single","_yes","_normal_weight","_2nd_quantile","_no","_yes","_yes","_no","_no","_yes"," city more than 500 thou.","_below_40","_middle","_no","_no","_no","_no","_no","_no"
"3258","1","female","_small","_no","_divorced/separated/widowed","_no","_normal_weight","_2nd_quantile","_no","_no","_no","_no","_no","_yes"," city more than 500 thou.","_between_40_60","_middle","_no","_no","_no","_no","_yes","_no"
"3395","0","female","_medium","_no","_married","_no","_overweight","_2nd_quantile","_yes","_no","_no","_no","_no","_no"," city 20-100 thou.","_above_60","_Primary","_no","_no","_no","_no","_no","_no"
"3422","0","female","_many","_no","_married","_no","_overweight","_1st_quantile","_yes","_no","_no","_no","_no","_no"," village","_between_40_60","_middle","_yes","_no","_no","_no","_yes","_yes"
"3439","0","female","_small","_no","_married","_yes","_normal_weight","_4th_quantile","_no","_no","_yes","_no","_no","_yes"," village","_below_40","_Higher","_yes","_no","_no","_no","_yes","_no"
"3440","0","female","_small","_no","_married","_no","_overweight","_4th_quantile","_yes","_yes","_yes","_no","_no","_yes"," village","_between_40_60","_Higher","_no","_no","_yes","_yes","_no","_no"
"3441","0","male","_small","_no","_married","_no","_normal_weight","_4th_quantile","_yes","_yes","_yes","_no","_no","_yes"," village","_between_40_60","_middle","_no","_no","_yes","_yes","_yes","_no"
"3442","0","female","_medium","_no","_single","_no","_normal_weight","_2nd_quantile","_no","_no","_yes","_no","_no","_yes"," village","_below_40","_middle","_no","_yes","_yes","_yes","_no","_yes"
"3631","0","female","_many","_no","_married","_no","_normal_weight","_2nd_quantile","_yes","_no","_no","_no","_no","_yes"," village","_between_40_60","_middle","_yes","_no","_yes","_no","_yes","_no"
"3702","0","male","_many","_no","_single","_yes","_normal_weight","_2nd_quantile","_yes","_no","_yes","_no","_no","_no"," village","_below_40","_middle","_yes","_yes","_yes","_yes","_yes","_no"
"3703","1","male","_many","_no","_married","_no","_overweight","_1st_quantile","_yes","_no","_no","_no","_no","_yes"," village","_between_40_60","_Primary","_yes","_yes","_yes","_no","_yes","_yes"
"3704","0","female","_many","_no","_married","_yes","_overweight","_1st_quantile","_yes","_no","_no","_no","_no","_yes"," village","_between_40_60","_middle","_yes","_yes","_yes","_no","_yes","_yes"
"3766","0","male","_medium","_no","_married","_no","_normal_weight","_3rd_quantile","_yes","_no","_no","_no","_no","_yes"," village","_between_40_60","_Primary","_yes","_yes","_no","_no","_yes","_yes"
"3767","0","male","_medium","_no","_divorced/separated/widowed","_no","_normal_weight","_2nd_quantile","_yes","_no","_no","_no","_no","_no"," village","_above_60","_Primary","_no","_no","_no","_no","_yes","_no"
"3768","0","male","_medium","_no","_single","_yes","_normal_weight","_2nd_quantile","_yes","_yes","_yes","_no","_no","_yes"," village","_below_40","_Higher","_yes","_no","_no","_no","_yes","_no"
"3769","0","female","_medium","_no","_married","_no","_normal_weight","_2nd_quantile","_yes","_no","_no","_no","_no","_yes"," village","_between_40_60","_Primary","_yes","_yes","_no","_no","_yes","_no"
"3785","0","male","_medium","_no","_married","_no","_overweight","_4th_quantile","_no","_no","_no","_no","_no","_no"," city 20-100 thou.","_above_60","_middle","_no","_no","_no","_no","_no","_no"
"3786","0","female","_many","_no","_married","_yes","_overweight","_3rd_quantile","_no","_yes","_yes","_no","_no","_no"," city 20-100 thou.","_above_60","_middle","_no","_no","_no","_no","_no","_no"
"3876","0","female","_many","_no","_married","_no","obesity","_1st_quantile","_yes","_no","_no","_no","_no","_no"," village","_above_60","_Primary","_no","_no","_no","_no","_yes","_no"
"3877","0","male","_medium","_no","_married","_no","_overweight","_2nd_quantile","_yes","_no","_no","_no","_no","_yes"," village","_between_40_60","_middle","_yes","_yes","_yes","_yes","_yes","_no"
"3958","0","female","_small","_no","_divorced/separated/widowed","_no","_overweight","_1st_quantile","_no","_no","_no","_no","_no","_no"," village","_above_60","_Primary","_no","_no","_no","_no","_yes","_no"
"3960","0","male","_many","_no","_single","_no","_normal_weight","_3rd_quantile","_no","_yes","_yes","_no","_no","_yes"," village","_below_40","_middle","_yes","_yes","_yes","_no","_yes","_yes"
"3961","0","male","_medium","_no","_single","_no","_normal_weight","_2nd_quantile","_no","_no","_yes","_no","_no","_yes"," village","_below_40","_middle","_yes","_yes","_yes","_yes","_yes","_yes"
"3962","1","female","_medium","_no","_married","_no","_normal_weight","_2nd_quantile","_no","_no","_no","_no","_no","_yes"," village","_between_40_60","_middle","_yes","_no","_yes","_no","_yes","_yes"
"3998","0","female","_many","_no","_divorced/separated/widowed","_no","obesity","_4th_quantile","_yes","_yes","_yes","_no","_no","_no"," city more than 500 thou.","_above_60","_Higher","_no","_no","_no","_no","_yes","_no"
"3999","0","female","_small","_no","_single","_no","obesity","_4th_quantile","_yes","_yes","_no","_no","_no","_yes"," city more than 500 thou.","_between_40_60","_middle","_yes","_yes","_yes","_yes","_yes","_no"
"4056","0","female","_medium","_no","_divorced/separated/widowed","_no","_normal_weight","_3rd_quantile","_yes","_no","_no","_no","_no","_no"," city more than 500 thou.","_above_60","_middle","_no","_no","_no","_no","_yes","_no"
"4100","0","female","_medium","_no","_married","_yes","_normal_weight","_4th_quantile","_yes","_no","_no","_no","_no","_yes"," city more than 500 thou.","_between_40_60","_Higher","_no","_no","_no","_no","_no","_no"
"4109","0","female","_many","_no","_divorced/separated/widowed","_no","_normal_weight","_3rd_quantile","_yes","_no","_no","_no","_no","_no"," city more than 500 thou.","_above_60","_middle","_no","_no","_no","_no","_no","_no"
"4129","0","female","_small","_no","_divorced/separated/widowed","_no","_normal_weight","_2nd_quantile","_yes","_no","_no","_no","_no","_yes"," city more than 500 thou.","_between_40_60","_middle","_yes","_yes","_yes","_yes","_yes","_yes"
"4130","0","female","_small","_no","_divorced/separated/widowed","_no","_normal_weight","_1st_quantile","_yes","_no","_no","_no","_no","_no"," city more than 500 thou.","_above_60","_middle","_yes","_no","_no","_no","_yes","_no"
"4183","0","female","_small","_no","_divorced/separated/widowed","_no","_overweight","_2nd_quantile","_yes","_no","_no","_no","_no","_no"," city 100-200 thou.","_above_60","_middle","_no","_no","_no","_no","_yes","_no"
"4234","0","female","_medium","_no","_married","_no","obesity","_1st_quantile","_yes","_no","_no","_no","_no","_no"," village","_above_60","_Primary","_no","_no","_no","_no","_no","_no"
"4235","0","male","_medium","_no","_married","_no","_normal_weight","_4th_quantile","_yes","_no","_no","_no","_no","_yes"," village","_between_40_60","_middle","_yes","_yes","_yes","_yes","_yes","_no"
"4236","0","female","_medium","_no","_married","_no","_overweight","_3rd_quantile","_yes","_no","_no","_no","_no","_yes"," village","_between_40_60","_middle","_no","_yes","_yes","_no","_no","_yes"
"4237","1","male","_many","_no","_single","_yes","_normal_weight","_3rd_quantile","_yes","_yes","_yes","_no","_no","_yes"," village","_below_40","_middle","_yes","_no","_yes","_yes","_yes","_yes"
"4238","0","female","_medium","_no","_single","_yes","_normal_weight","_2nd_quantile","_yes","_yes","_yes","_no","_no","_yes"," village","_below_40","_middle","_yes","_no","_no","_no","_yes","_no"
"4297","1","male","_small","_no","_married","_no","_normal_weight","_1st_quantile","_no","_no","_no","_no","_no","_yes"," village","_between_40_60","_Primary","_yes","_yes","_yes","_no","_yes","_yes"
"4298","0","male","_medium","_no","_married","_no","_overweight","_4th_quantile","_yes","_no","_no","_no","_no","_no"," village","_above_60","_Higher","_no","_no","_no","_no","_no","_no"
"4335","0","female","_small","_no","_divorced/separated/widowed","_no","_normal_weight","_2nd_quantile","_yes","_no","_no","_no","_no","_no"," city less than 20 thou.","_above_60","_Primary","_no","_no","_no","_no","_no","_no"
"4368","0","female","_small","_no","_married","_no","obesity","_1st_quantile","_yes","_no","_no","_no","_no","_yes"," village","_between_40_60","_middle","_yes","_yes","_yes","_no","_yes","_yes"
"4369","1","male","_small","_no","_married","_no","_overweight","_1st_quantile","_yes","_no","_no","_no","_no","_yes"," village","_between_40_60","_middle","_yes","_yes","_yes","_no","_yes","_no"
"4377","0","male","_small","_no","_married","_no","obesity","_2nd_quantile","_yes","_no","_no","_no","_no","_yes"," village","_between_40_60","_middle","_yes","_yes","_no","_no","_yes","_no"
"4378","0","female","_small","_no","_married","_no","_overweight","_2nd_quantile","_yes","_no","_no","_no","_no","_yes"," village","_between_40_60","_middle","_yes","_yes","_yes","_no","_yes","_no"
"4379","0","female","_small","_no","_divorced/separated/widowed","_no","_overweight","_1st_quantile","_yes","_no","_no","_no","_no","_no"," village","_above_60","_Primary","_no","_no","_no","_no","_yes","_no"
"4393","0","female","_medium","_no","_married","_yes","_normal_weight","_1st_quantile","_yes","_no","_no","_no","_no","_no"," city 20-100 thou.","_above_60","_middle","_no","_no","_no","_no","_yes","_no"
"4395","0","male","_many","_no","_single","_no","_normal_weight","_3rd_quantile","_yes","_no","_yes","_no","_no","_yes"," village","_below_40","_Higher","_yes","_yes","_yes","_no","_no","_no"
"4396","1","male","_many","_no","_married","_no","_normal_weight","_2nd_quantile","_yes","_no","_no","_no","_no","_yes"," village","_between_40_60","_middle","_yes","_yes","_yes","_no","_yes","_no"
"4397","0","female","_many","_no","_married","_no","_overweight","_2nd_quantile","_yes","_no","_no","_no","_no","_yes"," village","_between_40_60","_middle","_yes","_yes","_yes","_no","_yes","_no"
"4416","0","female","_medium","_no","_single","_yes","_normal_weight","_3rd_quantile","_yes","_yes","_yes","_no","_no","_yes"," village","_below_40","_middle","_no","_yes","_no","_yes","_yes","_no"
"4417","0","female","_small","_no","_married","_no","_overweight","_2nd_quantile","_yes","_yes","_no","_no","_no","_no"," village","_above_60","_middle","_no","_no","_no","_no","_yes","_no"
"4610","0","female","_medium","_no","_divorced/separated/widowed","_no","_overweight","_3rd_quantile","_no","_yes","_no","_no","_no","_no"," city more than 500 thou.","_above_60","_middle","_no","_no","_no","_no","_no","_no"
"4647","0","male","_many","_no","_married","_no","obesity","_4th_quantile","_no","_yes","_no","_no","_no","_yes"," city more than 500 thou.","_between_40_60","_Higher","_no","_no","_no","_no","_no","_yes"
"4648","0","female","_many","_no","_married","_no","_normal_weight","_3rd_quantile","_no","_yes","_no","_no","_no","_yes"," city more than 500 thou.","_between_40_60","_middle","_yes","_yes","_yes","_yes","_yes","_no"
"4680","1","female","_medium","_no","_divorced/separated/widowed","_no","obesity","_4th_quantile","_no","_yes","_no","_no","_no","_yes"," city more than 500 thou.","_above_60","_middle","_no","_no","_yes","_no","_yes","_no"
"4759","0","female","_small","_no","_married","_no","_normal_weight","_3rd_quantile","_yes","_no","_yes","_no","_no","_yes"," city 20-100 thou.","_between_40_60","_middle","_yes","_yes","_yes","_no","_yes","_no"
"4760","0","female","_medium","_no","_single","_no","_normal_weight","_3rd_quantile","_yes","_no","_yes","_no","_no","_yes"," city 20-100 thou.","_below_40","_middle","_yes","_yes","_yes","_no","_yes","_no"
"4883","0","female","_small","_no","_single","_no","_normal_weight","_1st_quantile","_yes","_no","_no","_no","_no","_no"," city 200-500 thou.","_below_40","_middle","_yes","_no","_no","_no","_yes","_yes"
"4884","0","male","_medium","_yes","_single","_yes","_overweight","_2nd_quantile","_no","_no","_no","_no","_no","_yes"," city 200-500 thou.","_below_40","_middle","_yes","_yes","_yes","_yes","_yes","_yes"
"4885","0","male","_many","_no","_married","_no","_overweight","_4th_quantile","_yes","_no","_no","_no","_no","_no"," city 200-500 thou.","_above_60","_middle","_yes","_no","_no","_no","_yes","_no"
"4886","0","female","_many","_no","_married","_no","_overweight","_3rd_quantile","_yes","_no","_no","_no","_no","_no"," city 200-500 thou.","_above_60","_Higher","_yes","_no","_no","_no","_yes","_no"
